longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,income_cat,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-1.4230365222084413,1.0136058988887127,1.8611187475164102,0.31191220970926664,1.3681670279020806,0.13746003916765032,1.394812491429575,-0.9364914916124666,-0.9546870497129561,0.0,0.0,0.0,1.0,0.0,458300.0
0.5963944502515679,-0.7021029984815886,0.9076297101651684,-0.3086199097053304,-0.4359247567454135,-0.6937706191279325,-0.3734847142852014,1.171941975054816,1.8900782110294045,1.0,0.0,0.0,0.0,0.0,483800.0
-1.2030984955048774,1.2761187356448256,0.3514277717102773,-0.7122403590590727,-0.7607086916950938,-0.7887684086474276,-0.7757266192779274,-0.7597888147073368,-0.9546870497129561,0.0,1.0,0.0,0.0,0.0,101700.0
1.2312155727823104,-0.8849244383653098,-0.9198909447580451,0.7022616919073871,0.7423060145683902,0.38317547552095993,0.7313745442337799,-0.8502808825690126,-0.9546870497129561,0.0,1.0,0.0,0.0,0.0,96100.0
0.7113620551193355,-0.8755489799097328,0.5898000310480878,0.790124646868746,1.5957528509325136,0.44437597453832706,1.75526302966981,-0.18036472130798487,-0.0064319627988358875,0.0,0.0,0.0,0.0,1.0,361800.0
-0.8681928639335389,1.0886095665333178,1.8611187475164102,-0.37085616946962624,-0.5615710965434649,-0.668194291180376,-0.4727392103223676,-0.2768825460249358,-0.0064319627988358875,0.0,1.0,0.0,0.0,0.0,92600.0
0.6063916332835462,-0.8380471460874319,0.43088519148954746,-0.7108675003878014,-0.8081224048264339,-0.8371807436910165,-0.8932648382693085,1.185526356737322,1.8900782110294045,1.0,0.0,0.0,0.0,0.0,349300.0
-1.2780773682447248,0.8307844590049915,0.5898000310480878,0.9827824804038089,0.8584696117401737,0.5603828905861721,1.0186901906571557,0.8118237166777144,0.9418231241152843,0.0,0.0,0.0,1.0,0.0,440900.0
0.5664029011556261,-0.6224116016091967,-0.5226038458616944,0.24830309127369957,0.6735561305279469,1.1285427471354605,0.6425678898847365,-0.59371049857335,-0.9546870497129561,1.0,0.0,0.0,0.0,0.0,160100.0
0.7213592381513209,-0.7396048323038895,-0.9198909447580451,-0.42348241853502344,0.08088471638619456,0.15024820314142853,0.17763893476327391,-1.4181291799042832,-1.9029421366270765,1.0,0.0,0.0,0.0,0.0,183900.0
-0.9831604688013136,1.6136352400455405,-0.4431464260824242,-0.7154436959587055,-0.7630793773516608,-0.6407910826651371,-0.7913983818101116,-0.7984805166201562,-0.9546870497129561,0.0,1.0,0.0,0.0,0.0,57500.0
0.6163888163155244,-0.7489802907594665,1.0665445497237087,-0.28802702963626187,-0.10402876482603217,-0.20325318670515446,-0.1906474847430532,-1.0199535098096548,-0.9546870497129561,1.0,0.0,0.0,0.0,0.0,134600.0
-1.223092861568834,0.7604685205881765,0.43088519148954746,-0.4006014406805029,-0.6990708646243515,-0.6700211717480586,-0.7234874108373137,2.2002849541721656,1.8900782110294045,1.0,0.0,0.0,0.0,0.0,500001.0
-1.3530562409845794,2.279292790391396,-0.6020612656409645,-0.1072673045855496,-0.14670110664423833,-0.20873382840820226,-0.22982689107351353,-0.6457222945873038,-0.9546870497129561,0.0,1.0,0.0,0.0,0.0,83100.0
1.1912268406543904,-1.3396341734607173,0.43088519148954746,0.67205880113942,0.2989877967903594,0.2132755827264782,0.37614792683760623,0.2850457094876085,-0.0064319627988358875,0.0,0.0,0.0,0.0,1.0,252000.0
0.8313282515031027,-0.8708612506819461,-0.20477416674461377,0.7585488974295076,1.183253546689854,1.9826094125270757,1.2198111431535188,-0.4363008151083554,-0.0064319627988358875,1.0,0.0,0.0,0.0,0.0,184000.0
-0.758223850581757,0.9245390435607471,1.0665445497237087,-0.39007619086742346,-0.5734245248263,-0.460843346748401,-0.5563219438273496,0.008442326823969736,-0.0064319627988358875,0.0,1.0,0.0,0.0,0.0,171400.0
-1.413039339176463,1.004230440433139,0.27197035193100716,-1.0467602552921629,-0.9622169725032895,-1.0162150393239113,-1.031698740636935,-0.685154001727964,-0.9546870497129561,0.0,0.0,0.0,1.0,0.0,350000.0
0.9562930394028556,-0.008319072769008628,-1.396635463433666,1.4907401887741647,1.4226927980031219,1.1897432461528277,1.4940669874667412,0.14777473972313898,-0.0064319627988358875,0.0,1.0,0.0,0.0,0.0,85700.0
0.6263859993475098,-0.7864821245817674,1.4638316486200593,-0.6143097738417247,-0.582907267452568,-0.659059888341963,-0.6163970335340555,-0.2902026401260702,-0.0064319627988358875,1.0,0.0,0.0,0.0,0.0,166500.0
0.8163324769551319,-0.8802367091375229,0.3514277717102773,-0.5484125576207056,-0.47622641290705264,-0.1758499781899155,-0.4413956852579993,-0.07782113973575876,-0.0064319627988358875,1.0,0.0,0.0,0.0,0.0,176200.0
